,text,phonetics,segmented_text,n_syl_mismatches,n_stress_inconsistencies,used_method_for_syl_text,phonetics_alt,n_alternatives
1053,By virtue of that power we shall remain in power.,b_aj1 v_ɝ1|tʃ_ʉ0 ə0 d̪_æ1_t pʰ_aw1|ɚ0 w_iː0 ʃ_æ1_ɫ ɹ_ɪ0|m_ej1_n n̩1 pʰ_aw1|ɚ0,By vir|tue of that pow|er we shall re|main in pow|er,[],[],"['1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset']","[['b_aj1'], ['v_ɝ1|tʃ_ʉ0'], ['ə0', 'ə0_v'], ['d̪_æ1_t', 'd̪_æ1_ɾ', 'd̪_æ1_ʔ', 'l_æ1_t', 'l_æ1_ɾ', 'l_æ1_ʔ', 'n_æ1_t', 'n_æ1_ɾ', 'n_æ1_ʔ', 'z_æ1_t', 'z_æ1_ɾ', 'z_æ1_ʔ', 'ð_æ1_t', 'ð_æ1_ɾ', 'ð_æ1_ʔ'], ['pʰ_aw1|ɚ0'], ['w_iː0'], ['ʃ_æ1_ɫ'], ['ɹ_ɪ0|m_ej1_n'], ['n̩1', 'ɪ1_n'], ['pʰ_aw1|ɚ0']]","[1, 1, 2, 15, 1, 1, 1, 1, 2, 1]"
1054,"One guess will do, Ernest retorted.",w_ɐ1_n ɟ_ɛ1_s w_ɪ1_ɫ d_ʉː1 ɝ1|ɲ_ɪ0_s_t ɹ_ɪ0|tʰ_ɒ1_ɹ|tʲ_ɪ0_d,One guess will do Er|nest re|tor|ted,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'SonoriPy']","[['w_ɐ1_n'], ['ɟ_ɛ1_s'], ['w_ɪ1_ɫ', 'w_ɫ̩1'], ['d_ʉː1', 'ɾ_ə1'], ['ɝ1|ɲ_ɪ0_s_t'], ['ɹ_ɪ0|tʰ_ɒ1_ɹ|tʲ_ɪ0_d', 'ɹ_ɪ0|tʰ_ɒ1_ɹ|ɾʲ_ɪ0_d']]","[1, 1, 2, 2, 1, 2]"
1055,Take my advice and accept the vacation.,tʰ_ej1_k m_aj1 æ0|d_v_aj1_s n̩0 ə0|k_s_ɛ1_p_t d̪_iː0 v_ej0|cʰ_ej1|ʃ_n̩0,Take my ad|vice and ac|cept the va|ca|tion,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset']","[['tʰ_ej1_k'], ['m_aj1', 'm_ɑ1', 'm_ə1'], ['æ0|d_v_aj1_s'], ['n̩0', 'n̩0_d', 'æ0_n', 'æ0_n_d', 'æ0_n_ʔ', 'æ0_ʔ', 'ɛ0_n'], ['ə0|k_s_ɛ1_p_t'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['v_ej0|cʰ_ej1|ʃ_n̩0', 'v_ej0|cʰ_ej1|ʃ_ə0_n', 'v_ə0|cʰ_ej1|ʃ_n̩0', 'v_ə0|cʰ_ej1|ʃ_ə0_n']]","[1, 3, 1, 7, 1, 12, 4]"
1056,I could not agree with Ernest.,aj1 k_ʊ1_ɾ n_ɑ1_t ə0|ɟ_ɹ_iː1 w_ɪ0_d̪ ɝ1|ɲ_ɪ0_s_t,I could not a|gree with Er|nest,[],[],"['acronym', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset']","[['aj1'], ['k_ʊ1_ɾ', 'kʰ_ʊ1_d'], ['n_ɑ1_t', 'n_ɑ1_ɾ', 'n_ɑ1_ʔ', 'n_ə1_t', 'n_ə1_ɾ', 'n_ə1_ʔ'], ['ə0|ɟ_ɹ_iː1'], ['w_ɪ0_d̪', 'w_ɪ0_t̪', 'w_ɪ0_ð', 'w_ɪ0_θ'], ['ɝ1|ɲ_ɪ0_s_t']]","[1, 2, 6, 1, 4, 1]"
1057,But such divergence of opinion would constitute no menace to society.,b_ɐ0_t s_ɐ1_tʃ d_aj0|v_ɝ1|dʒ_ə0_n_s ə0 ə0|pʲ_ɪ1|ɲ_ə0_n w_ə1_d kʰ_ɑ1_n_s|tʲ_ɪ0|tʲ_ʉː0_t n_ow1 m_ɛ1|ɲ_ɪ0_s t_ə0 s_ə0|s_aj1|ɪ0|tʲ_i0,But such di|ver|gence of o|pin|ion would con|sti|tute no men|ace to so|ci|e|ty,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset']","[['b_ɐ0_t', 'b_ɐ0_ʔ', 'b_ə0_ɾ'], ['s_ɐ1_tʃ'], ['d_aj0|v_ɝ1|dʒ_ə0_n_s', 'dʲ_ɪ0|v_ɝ1|dʒ_ə0_n_s'], ['ə0', 'ə0_v'], ['ə0|pʲ_ɪ1|ɲ_ə0_n'], ['w_ə1_d', 'w_ə1_ɾ', 'w_ʊ1_d', 'ə1_d'], ['kʰ_ɑ1_n_s|tʲ_ɪ0|tʲ_ʉː0_t'], ['n_ow1'], ['m_ɛ1|ɲ_ɪ0_s'], ['t_ə0', 'tʰ_ʉː0', 'tʰ_ʊ0', 'ɾ_ə0'], ['s_ə0|s_aj1|ɪ0|tʲ_i0', 's_ə0|s_aj1|ɪ0|ɾʲ_i0']]","[3, 1, 2, 2, 1, 4, 1, 1, 1, 4, 2]"
1058,"It is dog eat dog, and you ate them up.",ɪ0_t ɪ0_z d_ɑ1_ɡ iː1_t d_ɑ1_ɡ n̩0 j_ə0 ej1_t d̪_m̩0 ɐ1_p,It is dog eat dog and you ate them up,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['ɪ0_t', 'ɪ0_ɾ', 'ɪ0_ʔ'], ['ɪ0_z'], ['d_ɑ1_ɡ', 'd_ɒ1_ɡ'], ['iː1_t', 'iː1_ʔ'], ['d_ɑ1_ɡ', 'd_ɒ1_ɡ'], ['n̩0', 'n̩0_d', 'æ0_n', 'æ0_n_d', 'æ0_n_ʔ', 'æ0_ʔ', 'ɛ0_n'], ['j_ə0', 'j_ʉː0'], ['ej1_t', 'ej1_ʔ'], ['d̪_m̩0', 'd̪_ɛ0_m', 'm̩0', 'ð_m̩0', 'ð_ɛ0_m', 'ɛ0_m'], ['ɐ1_p']]","[3, 1, 2, 2, 2, 7, 2, 2, 6, 1]"
1059,Let us run them for ourselves.,l_ɛ1_t ɐ0_s ɹ_ɐ1_n d̪_m̩0 f_ɒ0_ɹ aw0|ɚ0|s_ɛ1_ɫ_v_z,Let us run them for our|selves,[5],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['l_ɛ1_t', 'l_ɛ1_ʔ'], ['j_ʉː0|ɛ0_s', 'ɐ0_s', 'ə0_s', 'ə0_z'], ['ɹ_ɐ1_n'], ['d̪_m̩0', 'd̪_ɛ0_m', 'm̩0', 'ð_m̩0', 'ð_ɛ0_m', 'ɛ0_m'], ['f_ɒ0_ɹ', 'f_ɚ0'], ['aw0|ɚ0|s_ɛ1_ɫ_v_z', 'ɑ_ɹ|s_ɛ_ɫ_v_z']]","[2, 4, 1, 6, 2, 2]"
1060,It was introduced by Representative Dick of Ohio.,ɪ0_t w_ɐ0_z ɪ0_n|t_ɹ_ə0|dʲ_ʉː1_s_t b_aj1 ɹ_ɛ0|p_ɹ_ɪ0|z_ɛ1_n|t_ə0|tʲ_ɪ0_v dʲ_ɪ1_k ə0 ow0|h_aj1|ow0,It was in|tro|duced by Rep|re|sent|a|tive Dick of O|hi|o,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['ɪ0_t', 'ɪ0_ɾ', 'ɪ0_ʔ'], ['w_ɐ0_z', 'w_ɑ0_z', 'w_ə0_z'], ['ɪ0_n|t_ɹ_ə0|dʲ_ʉː1_s_t'], ['b_aj1'], ['ɹ_ɛ0|p_ɹ_ɪ0|z_ɛ1_n|t_ə0|tʲ_ɪ0_v', 'ɹ_ɛ0|p_ɹ_ɪ0|z_ɛ1_n|t_ə0|ɾʲ_ɪ0_v'], ['dʲ_ɪ1_k'], ['ə0', 'ə0_v'], ['ow0|h_aj1|ow0', 'ə0|h_aj1|ow0']]","[3, 3, 1, 1, 2, 1, 2, 2]"
1061,Very few people knew of the existence of this law.,v_ɛ1|ɹ_i0 fʲ_ʉ1 pʰ_i1|p_ɫ̩0 ɲ_ʉː1 ə0 d̪_iː0 ɛ0|ɡ_z_ɪ1_s|t_ə0_n_s ə0 d̪_ɪ1_s l_ɒ1,Ver|y few peo|ple knew of the ex|ist|ence of this law,[],[],"['dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['v_ɛ1|ɹ_i0'], ['fʲ_ʉ1'], ['pʰ_i1|p_ɫ̩0'], ['ɲ_ʉː1'], ['ə0', 'ə0_v'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['ɛ0|ɡ_z_ɪ1_s|t_ə0_n_s', 'ɪ0|ɡ_z_ɪ1_s|t_ə0_n_s'], ['ə0', 'ə0_v'], ['d̪_ɪ1_s', 'ð_ɪ1_s'], ['l_ɒ1']]","[1, 1, 1, 1, 2, 12, 2, 2, 2, 1]"
1062,"The very thing, Ernest agreed.",d̪_iː0 v_ɛ1|ɹ_i0 t̪_ɪ1_ŋ ɝ1|ɲ_ɪ0_s_t ə0|ɟ_ɹ_iː1_d,The ver|y thing Er|nest a|greed,[],[],"['1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', 'dataset']","[['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['v_ɛ1|ɹ_i0'], ['t̪_ɪ1_ŋ', 'θ_ɪ1_ŋ'], ['ɝ1|ɲ_ɪ0_s_t'], ['ə0|ɟ_ɹ_iː1_d']]","[12, 1, 2, 1, 1]"
1063,"Also a fellow Senator, Chauncey Depew, said.",ɒ1_ɫ|s_ow0 ej1 f_ɛ1|l_ow0 s_ɛ1|n_ə0|t_ɚ0 tʃ_ɒː1_n|s_i0 d_ə0|pʰ_ʉ1 s_ɛ1_d,Al|so a fel|low Sen|a|tor Chaun|cey De|pew said,[],[],"['dataset', '1 vowel = 1 syl', 'dataset', 'dataset', 'dataset', 'dataset', '1 vowel = 1 syl']","[['ɒ1_ɫ|s_ow0'], ['ej1'], ['f_ɛ1|l_ow0'], ['s_ɛ1|n_ə0|t_ɚ0', 's_ɛ1|n_ə0|ɾ_ɚ0'], ['tʃ_ɒː1_n|s_i0'], ['d_ə0|pʰ_ʉ1', 'd_ə0|pʰ_ʉː1', 'd_ə0|pʲ_ʉː1', 'd_ɛ0|p_ʉ1', 'd_ɛ0|p_ʉː1', 'd_ɛ0|pʲ_ʉː1', 'dʲ_ɪ0|p_ʉ1', 'dʲ_ɪ0|p_ʉː1', 'dʲ_ɪ0|pʰ_ɛ1|ʉ0', 'dʲ_ɪ0|pʰ_ɛ1|ʉː0', 'dʲ_ɪ0|pʰ_ʉ1', 'dʲ_ɪ0|pʰ_ʉː1', 'dʲ_ɪ0|pʲ_ʉː1', 'dʲ_iː0|pʲ_ʉː1', 'dʲ_i0|pʲ_ʉː1'], ['s_ɛ1_d']]","[1, 1, 1, 2, 1, 15, 1]"
1064,Ernest saw in the affair the most sinister import.,ɝ1|ɲ_ɪ0_s_t s_ɒ1 n̩1 d̪_iː0 ə0|f_ɛ1_ɹ d̪_iː0 m_ow1_s s_ɪ1|ɲ_ɪ0_s|t_ɚ0 ɪ0_m|pʰ_ɒ1_ɹ_t,Er|nest saw in the af|fair the most sin|is|ter im|port,[],[],"['dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset']","[['ɝ1|ɲ_ɪ0_s_t'], ['s_ɒ1'], ['n̩1', 'ɪ1_n'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['ə0|f_ɛ1_ɹ'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['m_ow1_s', 'm_ow1_s_t'], ['s_ɪ1|ɲ_ɪ0_s|t_ɚ0'], ['ɪ0_m|pʰ_ɒ1_ɹ_t', 'ɪ0_m|pʰ_ɒ1_ɹ_ʔ']]","[1, 1, 2, 12, 1, 12, 2, 1, 2]"
1065,Then there was the campaign.,d̪_ɛ1_n d̪_ɚ1 w_ɐ0_z d̪_iː0 cʰ_æ0_m|pʰ_ej1_n,Then there was the cam|paign,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['d̪_ɛ1_n', 'd̪_ɪ1_n', 'ð_n̩1', 'ð_ɛ1_n', 'ð_ɪ1_n'], ['d̪_ɚ1', 'd̪_ɛ1_ɹ', 'ð_ɚ1', 'ð_ɛ1_ɹ'], ['w_ɐ0_z', 'w_ɑ0_z', 'w_ə0_z'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['cʰ_æ0_m|pʰ_ej1_n']]","[5, 4, 3, 12, 1]"
1066,He was manifestly distressed by my coming.,iː0 w_ɐ0_z m_æ1|ɲ_ɪ0|f_ɛ0_s|t_ʎ_i0 dʲ_ɪ0_s|t_ɹ_ɛ1_s_t b_aj1 m_aj1 kʰ_ɐ1|mʲ_ɪ0_ŋ,He was ma|ni|fes|tly dis|tressed by my com|ing,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['iː0', 'ç_iː0'], ['w_ɐ0_z', 'w_ɑ0_z', 'w_ə0_z'], ['m_æ1|ɲ_ɪ0|f_ɛ0_s|t_ʎ_i0'], ['dʲ_ɪ0_s|t_ɹ_ɛ1_s_t'], ['b_aj1'], ['m_aj1', 'm_ɑ1', 'm_ə1'], ['kʰ_ɐ1|mʲ_ɪ0_ŋ']]","[2, 3, 1, 1, 1, 3, 1]"
1067,Not a wheel moved in his empire.,n_ɑ1_t ej1 w_i1_ɫ m_ʉː1_v_d n̩1 ç_ɪ1_z ɛ1_m|pʰ_aj0|ɚ0,Not a wheel moved in his em|pi|re,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['n_ɑ1_t', 'n_ɑ1_ɾ', 'n_ɑ1_ʔ', 'n_ə1_t', 'n_ə1_ɾ', 'n_ə1_ʔ'], ['ej1'], ['w_i1_ɫ'], ['m_ʉː1_v_d'], ['n̩1', 'ɪ1_n'], ['ç_ɪ1_z'], ['ɛ1_m|pʰ_aj0|ɚ0']]","[6, 1, 1, 1, 2, 1, 1]"
1068,The reorganization of these countries took the form of revolution.,d̪_iː0 ɹ_i0|ɒ0_ɹ|ɡ_ə0|ɲ_ɪ0|z_ej1|ʃ_n̩0 ə0 d̪_iː1_z kʰ_ɐ1_n|t_ɹ_i0_z tʰ_ʊ1_k d̪_iː0 f_ɒ1_ɹ_m ə0 ɹ_ɛ0|v_ə0|ʎ_ʉː1|ʃ_n̩0,The re|or|gan|i|za|tion of these coun|tries took the form of rev|o|lu|tion,[],[],"['1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['ɹ_i0|ɒ0_ɹ|ɡ_ə0|ɲ_ɪ0|z_ej1|ʃ_n̩0', 'ɹ_i0|ɒ0_ɹ|ɡ_ə0|ɲ_ɪ0|z_ej1|ʃ_ə0_n'], ['ə0', 'ə0_v'], ['d̪_iː1_z', 'ð_iː1_z'], ['kʰ_ɐ1_n|t_ɹ_i0_z'], ['tʰ_ʊ1_k'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['f_ɒ1_ɹ_m'], ['ə0', 'ə0_v'], ['ɹ_ɛ0|v_ə0|ʎ_ʉː1|ʃ_n̩0', 'ɹ_ɛ0|v_ə0|ʎ_ʉː1|ʃ_ə0_n']]","[12, 2, 2, 2, 1, 1, 12, 1, 2, 2]"
1069,You're going in for grab sharing.,j_ɚ0 ɡ_ow1|n̩0 n̩1 f_ɒ0_ɹ ɟ_ɹ_æ1_b ʃ_ɛ1|ɹ_ɪ0_ŋ,You're go|ing in for grab sha|ring,[],[],"['1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy']","[['j_ɚ0', 'j_ʉː0|ɚ0', 'j_ʊ0_ɹ'], ['ɡ_ow1|n̩0', 'ɡ_ow1|ɪ0_ŋ', 'ɡ_ɔj_ŋ'], ['n̩1', 'ɪ1_n'], ['f_ɒ0_ɹ', 'f_ɚ0'], ['ɟ_ɹ_æ1_b'], ['ʃ_ɛ1|ɹ_ɪ0_ŋ']]","[3, 3, 2, 2, 1, 1]"
1070,The Oligarchy will encourage such ambition and the consequent competition.,d̪_iː0 ow1|ʎ_ɪ0|ɡ_ɑ0_ɹ|c_i0 w_ɪ1_ɫ ɪ0_ŋ|kʰ_ɝ1|ɹ_ɪ0_dʒ s_ɐ1_tʃ æ0_m|bʲ_ɪ1|ʃ_n̩0 n̩0 d̪_iː0 kʰ_ɑ1_n|s_ɪ0|k_w_n̩0_t kʰ_ɑ0_m|p_ə0|tʰ_ɪ1|ʃ_n̩0,The Ol|i|gar|chy will en|cour|age such am|bi|tion and the con|se|quent com|pe|ti|tion,[],[],"['1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset']","[['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['ow1|ʎ_ɪ0|ɡ_ɑ0_ɹ|c_i0', 'ɑː1|ʎ_ɪ0|ɡ_ɑ0_ɹ|c_i0'], ['w_ɪ1_ɫ', 'w_ɫ̩1'], ['ɪ0_ŋ|kʰ_ɝ1|ɹ_ɪ0_dʒ'], ['s_ɐ1_tʃ'], ['æ0_m|bʲ_ɪ1|ʃ_n̩0', 'æ0_m|bʲ_ɪ1|ʃ_ə0_n'], ['n̩0', 'n̩0_d', 'æ0_n', 'æ0_n_d', 'æ0_n_ʔ', 'æ0_ʔ', 'ɛ0_n'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['kʰ_ɑ1_n|s_ɪ0|k_w_n̩0_t', 'kʰ_ɑ1_n|s_ɪ0|k_w_ɛ0_n_t'], ['kʰ_ɑ0_m|p_ə0|tʰ_ɪ1|ʃ_n̩0', 'kʰ_ɑ0_m|p_ə0|tʰ_ɪ1|ʃ_ə0_n']]","[12, 2, 2, 1, 1, 2, 7, 12, 2, 2]"
1071,Violation of this law was made a high misdemeanor and punished accordingly.,v_aj0|ə1|l_ej0|ʃ_n̩0 ə0 d̪_ɪ1_s l_ɒ1 w_ɐ0_z m_ej1_d ej1 h_aj1 mʲ_ɪ0_s|dʲ_ɪ0|mʲ_i1|n_ɚ0 n̩0 pʰ_ɐ1|ɲ_ɪ0_ʃ_t ə0|kʰ_ɒ1_ɹ|dʲ_ɪ0_ɲ|ʎ_i0,Vio|la|tion of this law was made a high mis|de|mean|or and pu|nished ac|cord|ing|ly,[0],[],"['SonoriPy', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'SonoriPy', 'dataset']","[['v_aj0|ə1|l_ej0|ʃ_n̩0', 'v_aj0|ə1|l_ej0|ʃ_ə0_n'], ['ə0', 'ə0_v'], ['d̪_ɪ1_s', 'ð_ɪ1_s'], ['l_ɒ1'], ['w_ɐ0_z', 'w_ɑ0_z', 'w_ə0_z'], ['m_ej1_d'], ['ej1'], ['h_aj1'], ['mʲ_ɪ0_s|dʲ_ɪ0|mʲ_i1|n_ɚ0'], ['n̩0', 'n̩0_d', 'æ0_n', 'æ0_n_d', 'æ0_n_ʔ', 'æ0_ʔ', 'ɛ0_n'], ['pʰ_ɐ1|ɲ_ɪ0_ʃ_t'], ['ə0|kʰ_ɒ1_ɹ|dʲ_ɪ0_ɲ|ʎ_i0', 'ə0|kʰ_ɒ1_ɹ|ɾʲ_ɪ0_ɲ|ʎ_i0']]","[2, 2, 2, 1, 3, 1, 1, 1, 1, 7, 1, 2]"
1072,"Without discussion, it was the agents provocateurs who caused the Peasant Revolt.",w_ɪ0|d̪_aw1_t dʲ_ɪ0_s|k_ɐ1|ʃ_n̩0 ɪ0_t w_ɐ0_z d̪_iː0 ej1|dʒ_ə0_n_t_s p_ɹ_ə0|v_ɑ0|k_ə0|t_ɚ1_z h_ʉː1 kʰ_ɒ1_z_d d̪_iː0 pʰ_ɛ1|z_ə0_n_t ɹ_ɪ0|v_ow1_ɫ_t,With|out dis|cus|sion it was the a|gents pro|vo|ca|teurs who caused the Peas|ant Re|volt,[],[],"['dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', 'SonoriPy', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset']","[['w_ɪ0|d̪_aw1_t', 'w_ɪ0|d̪_aw1_ʔ', 'w_ɪ0|ð_aw1_t', 'w_ɪ0|ð_aw1_ʔ'], ['dʲ_ɪ0_s|k_ɐ1|ʃ_n̩0', 'dʲ_ɪ0_s|k_ɐ1|ʃ_ə0_n'], ['ɪ0_t', 'ɪ0_ɾ', 'ɪ0_ʔ'], ['w_ɐ0_z', 'w_ɑ0_z', 'w_ə0_z'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['ej1|dʒ_ə0_n_t_s'], ['p_ɹ_ə0|v_ɑ0|k_ə0|t_ɚ1_z', 'p_ɹ_ə0|v_ɑ0|k_ə0|tʰ_ɝ1_z', 'p_ɹ_ɑ0|v_ə0|cʰ_ej0|t_ɚ1_z', 'p_ɹ_ɑ0|v_ə0|cʰ_ej0|tʰ_ɝ1_z'], ['d_ɐ|b_ɫ̩|j_ʉː|ej|tʃ_ow', 'h_ʉː1'], ['kʰ_ɒ1_z_d'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['pʰ_ɛ1|z_ə0_n_t'], ['ɹ_ɪ0|v_ow1_ɫ_t', 'ɹ_ɪ0|v_ow1_ɫ_ʔ']]","[4, 2, 3, 3, 12, 1, 4, 2, 1, 12, 1, 2]"
1073,The task we set ourselves was threefold.,d̪_iː0 tʰ_æ1_s_k w_iː0 s_ɛ1_t aw0|ɚ0|s_ɛ1_ɫ_v_z w_ɐ0_z θ_ɹ_iː1|f_ow0_ɫ_d,The task we set our|selves was three|fold,[4],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset']","[['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['tʰ_æ1_s_k'], ['w_iː0'], ['s_ɛ1_t', 's_ɛ1_ʔ'], ['aw0|ɚ0|s_ɛ1_ɫ_v_z', 'ɑ_ɹ|s_ɛ_ɫ_v_z'], ['w_ɐ0_z', 'w_ɑ0_z', 'w_ə0_z'], ['θ_ɹ_iː1|f_ow0_ɫ_d']]","[12, 1, 1, 2, 2, 3, 1]"
