,text,phonetics,pronounciation_guide_hr,segmented_text,n_syl_mismatches,n_stress_inconsistencies,used_method_for_syl_text,phonetics_alt,n_alternatives
939,But ever his gaze returned to that Crouched Venus on the piano.,B_AH1_T EH1|V_ER0 HH_IH1_Z G_EY1_Z R_IH0|T_ER1_N_D T_UW1 DH_AE1_T K_R_AW1_CH_T V_IY1|N_AH0_S AA1_N DH_AH0 P_IY0|AE1|N_OW0,buht e|vuhr hiz geyz ri|tuhrnd too that kraucht vee|nuhs on thuh pee|a|now,But ev|er his gaze re|turned to that Crouched Ve|nus on the pi|an|o,[],[],"['1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['B_AH1_T'], ['EH1|V_ER0'], ['HH_IH1_Z', 'HH_IH0_Z'], ['G_EY1_Z'], ['R_IH0|T_ER1_N_D', 'R_IY0|T_ER1_N_D'], ['T_UW1', 'T_IH0', 'T_AH0'], ['DH_AE1_T', 'DH_AH0_T'], ['K_R_AW1_CH_T'], ['V_IY1|N_AH0_S'], ['AA1_N', 'AO1_N'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['P_IY0|AE1|N_OW0', 'P_IY0|AE1|N_AH0']]","[1, 1, 2, 1, 2, 3, 2, 1, 1, 2, 3, 2]"
940,Would you be satisfied with that one hundredth part of me.,W_UH1_D Y_UW1 B_IY1 S_AE1|T_AH0_S|F_AY2_D W_IH1_DH DH_AE1_T W_AH1_N HH_AH1_N|D_R_AH0_D_TH P_AA1_R_T AH1_V M_IY1,wud yoo bee sa|tuhs|fayd with that wuhn huhn|druhdth port uhv mee,Would you be sat|is|fied with that one hun|dredth part of me,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['W_UH1_D'], ['Y_UW1'], ['B_IY1', 'B_IY0'], ['S_AE1|T_AH0_S|F_AY2_D', 'S_AE1|T_IH0_S|F_AY2_D'], ['W_IH1_DH', 'W_IH1_TH', 'W_IH0_TH', 'W_IH0_DH'], ['DH_AE1_T', 'DH_AH0_T'], ['W_AH1_N'], ['HH_AH1_N|D_R_AH0_D_TH'], ['P_AA1_R_T'], ['AH1_V'], ['M_IY1']]","[1, 1, 2, 2, 4, 2, 1, 1, 1, 1, 1]"
941,In such a tumbling of values was no time to sell.,IH0_N S_AH1_CH AH0 T_AH1_M|B_L_IH0_NG AH1_V V_AE1_L|Y_UW0_Z W_AA1_Z N_OW1 T_AY1_M T_UW1 S_EH1_L,in suhch uh tuhm|bling uhv val|yooz woz now taym too sel,In such a tum|bling of va|lues was no time to sell,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['IH0_N', 'IH1_N'], ['S_AH1_CH'], ['AH0', 'EY1'], ['T_AH1_M|B_AH0|L_IH0_NG', 'T_AH1_M|B_L_IH0_NG'], ['AH1_V'], ['V_AE1_L|Y_UW0_Z'], ['W_AA1_Z', 'W_AH0_Z'], ['N_OW1'], ['T_AY1_M'], ['T_UW1', 'T_IH0', 'T_AH0'], ['S_EH1_L']]","[2, 1, 2, 2, 1, 1, 2, 1, 1, 3, 1]"
942,Stand off butcher and baker and all the rest.,S_T_AE1_N_D AO1_F B_UH1|CH_ER0 AH0_N_D B_EY1|K_ER0 AH0_N_D AO1_L DH_AH0 R_EH1_S_T,stand awf bu|chuhr uhnd bey|kuhr uhnd awl thuh rest,Stand off butch|er and bak|er and all the rest,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['S_T_AE1_N_D'], ['AO1_F'], ['B_UH1|CH_ER0'], ['AH0_N_D', 'AE1_N_D'], ['B_EY1|K_ER0'], ['AH0_N_D', 'AE1_N_D'], ['AO1_L'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['R_EH1_S_T']]","[1, 1, 1, 2, 1, 2, 1, 3, 1]"
943,"Matthewson, who's this bookkeeper, Rogers.",M_AE1|TH_Y_UW0|S_AH0_N HH_UW1_Z DH_IH1_S B_UH1_K|K_IY2|P_ER0 R_AA1|JH_ER0_Z,ma|thyoo|suhn hooz this buk|kee|puhr ro|djuhrz,Ma|tthe|wson who's this book|keep|er Rog|ers,[],[],"['SonoriPy', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset']","[['M_AE1|TH_Y_UW0|S_AH0_N'], ['HH_UW1_Z'], ['DH_IH1_S', 'DH_IH0_S'], ['B_UH1_K|K_IY2|P_ER0'], ['R_AA1|JH_ER0_Z']]","[1, 1, 2, 1, 1]"
944,Now just what do you want to know.,N_AW1 JH_AH1_S_T W_AH1_T D_UW1 Y_UW1 W_AA1_N_T T_UW1 N_OW1,nau djuhst wuht doo yoo wont too now,Now just what do you want to know,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['N_AW1'], ['JH_AH1_S_T', 'JH_IH0_S_T'], ['W_AH1_T', 'HH_W_AH1_T'], ['D_UW1'], ['Y_UW1'], ['W_AA1_N_T', 'W_AO1_N_T'], ['T_UW1', 'T_IH0', 'T_AH0'], ['N_OW1']]","[1, 2, 2, 1, 1, 2, 3, 1]"
945,I want to know how all this is possible.,AY1 W_AA1_N_T T_UW1 N_OW1 HH_AW1 AO1_L DH_IH1_S IH1_Z P_AA1|S_AH0|B_AH0_L,ay wont too now hau awl this iz po|suh|buhl,I want to know how all this is pos|si|ble,[],[],"['acronym', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['AY1'], ['W_AA1_N_T', 'W_AO1_N_T'], ['T_UW1', 'T_IH0', 'T_AH0'], ['N_OW1'], ['HH_AW1'], ['AO1_L'], ['DH_IH1_S', 'DH_IH0_S'], ['IH1_Z', 'IH0_Z'], ['P_AA1|S_AH0|B_AH0_L']]","[1, 2, 3, 1, 1, 1, 2, 2, 1]"
946,It's that much junk.,IH1_T_S DH_AE1_T M_AH1_CH JH_AH1_NG_K,its that muhch djuhngk,It's that much junk,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['IH1_T_S', 'IH0_T_S'], ['DH_AE1_T', 'DH_AH0_T'], ['M_AH1_CH'], ['JH_AH1_NG_K']]","[2, 2, 1, 1]"
947,There was proper division of labor in the work they individually performed.,DH_EH1_R W_AA1_Z P_R_AA1|P_ER0 D_IH0|V_IH1|ZH_AH0_N AH1_V L_EY1|B_ER0 IH0_N DH_AH0 W_ER1_K DH_EY1 IH2_N|D_IH0|V_IH1|JH_UW0|AH0|L_IY0 P_ER0|F_AO1_R_M_D,ther woz pro|puhr di|vi|juhn uhv ley|buhr in thuh wuhrk they in|di|vi|djoo|uh|lee puhr|fawrmd,There was prop|er di|vi|sion of la|bor in the work they in|di|vid|u|al|ly pe|rformed,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'SonoriPy']","[['DH_EH1_R'], ['W_AA1_Z', 'W_AH0_Z'], ['P_R_AA1|P_ER0'], ['D_IH0|V_IH1|ZH_AH0_N'], ['AH1_V'], ['L_EY1|B_ER0'], ['IH0_N', 'IH1_N'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['W_ER1_K'], ['DH_EY1'], ['IH2_N|D_IH0|V_IH1|JH_UW0|AH0|L_IY0', 'IH2_N|D_IH0|V_IH1|JH_AH0|L_IY0'], ['P_ER0|F_AO1_R_M_D']]","[1, 2, 1, 1, 1, 1, 2, 3, 1, 1, 2, 1]"
948,He loved to play Chinese lottery.,HH_IY1 L_AH1_V_D T_UW1 P_L_EY1 CH_AY0|N_IY1_Z L_AA1|T_ER0|IY0,hee luhvd too pley chay|neez lo|tuhr|ee,He loved to play Chin|ese lot|ter|y,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset']","[['HH_IY1'], ['L_AH1_V_D'], ['T_UW1', 'T_IH0', 'T_AH0'], ['P_L_EY1'], ['CH_AY0|N_IY1_Z'], ['L_AA1|T_ER0|IY0']]","[1, 1, 3, 1, 1, 1]"
949,The Law of Club and Fang,DH_AH0 L_AO1 AH1_V K_L_AH1_B AH0_N_D F_AE1_NG,thuh law uhv kluhb uhnd fang,The Law of Club and Fang,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['DH_AH0', 'DH_AH1', 'DH_IY0'], ['L_AO1', 'L_AA1'], ['AH1_V'], ['K_L_AH1_B'], ['AH0_N_D', 'AE1_N_D'], ['F_AE1_NG']]","[3, 2, 1, 1, 2, 1]"
950,The temperature dropped to fifty below zero and remained there the whole trip.,DH_AH0 T_EH1_M|P_R_AH0|CH_ER0 D_R_AA1_P_T T_UW1 F_IH1_F|T_IY0 B_IH0|L_OW1 Z_IH1|R_OW0 AH0_N_D R_IH0|M_EY1_N_D DH_EH1_R DH_AH0 HH_OW1_L T_R_IH1_P,thuh tem|pruh|chuhr dropt too fif|tee bi|low zi|row uhnd ri|meynd ther thuh howl trip,The tem|pera|ture dropped to fif|ty be|low ze|ro and re|mained there the whole trip,[],[],"['1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', 'dataset', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['DH_AH0', 'DH_AH1', 'DH_IY0'], ['T_EH1_M|P_R_AH0|CH_ER0', 'T_EH1_M|P_ER0|AH0|CH_ER0'], ['D_R_AA1_P_T'], ['T_UW1', 'T_IH0', 'T_AH0'], ['F_IH1_F|T_IY0'], ['B_IH0|L_OW1', 'B_IY0|L_OW1'], ['Z_IH1|R_OW0', 'Z_IY1|R_OW0'], ['AH0_N_D', 'AE1_N_D'], ['R_IH0|M_EY1_N_D', 'R_IY0|M_EY1_N_D'], ['DH_EH1_R'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['HH_OW1_L'], ['T_R_IH1_P']]","[3, 2, 1, 3, 1, 2, 2, 2, 2, 1, 3, 1, 1]"
951,"And as never before, he was ready to obey.",AH0_N_D AE1_Z N_EH1|V_ER0 B_IH0|F_AO1_R HH_IY1 W_AA1_Z R_EH1|D_IY0 T_UW1 OW0|B_EY1,uhnd az ne|vuhr bi|fawr hee woz re|dee too ow|bey,And as nev|er be|fore he was read|y to o|bey,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset']","[['AH0_N_D', 'AE1_N_D'], ['AE1_Z', 'EH1_Z'], ['N_EH1|V_ER0'], ['B_IH0|F_AO1_R', 'B_IY2|F_AO1_R'], ['HH_IY1'], ['W_AA1_Z', 'W_AH0_Z'], ['R_EH1|D_IY0'], ['T_UW1', 'T_IH0', 'T_AH0'], ['OW0|B_EY1']]","[2, 2, 1, 2, 1, 2, 1, 3, 1]"
952,This state of mind comes of an undue prominence of the ego.,DH_IH1_S S_T_EY1_T AH1_V M_AY1_N_D K_AH1_M_Z AH1_V AE1_N AH0_N|D_UW1 P_R_AA1|M_AH0|N_AH0_N_S AH1_V DH_AH0 IY1|G_OW0,this steyt uhv maynd kuhmz uhv an uhn|doo pro|muh|nuhns uhv thuh ee|gow,This state of mind comes of an un|due prom|i|nence of the e|go,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['DH_IH1_S', 'DH_IH0_S'], ['S_T_EY1_T'], ['AH1_V'], ['M_AY1_N_D'], ['K_AH1_M_Z'], ['AH1_V'], ['AE1_N', 'AH0_N'], ['AH0_N|D_UW1'], ['P_R_AA1|M_AH0|N_AH0_N_S'], ['AH1_V'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['IY1|G_OW0']]","[2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1]"
953,"There are the canals of China, and the Yang-tse River.",DH_EH1_R AA1_R DH_AH0 K_AH0|N_AE1_L_Z AH1_V CH_AY1|N_AH0 AH0_N_D DH_AH0 Y_AE1_NG-T_S_IY1 R_IH1|V_ER0,ther or thuh kuh|nalz uhv chay|nuh uhnd thuh yang-tsee ri|vuhr,There are the ca|nals of Chi|na and the Yang-tse Riv|er,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl-1 vowel = 1 syl', 'dataset']","[['DH_EH1_R'], ['AA1_R', 'ER0'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['K_AH0|N_AE1_L_Z'], ['AH1_V'], ['CH_AY1|N_AH0'], ['AH0_N_D', 'AE1_N_D'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['Y_AE1_NG-T_S_IY1', 'Y_AE1_NG-S_IY1'], ['R_IH1|V_ER0']]","[1, 2, 3, 1, 1, 1, 2, 3, 2, 1]"
954,We threaten to be of the one mind before the voyage is completed.,W_IY1 TH_R_EH1|T_AH0_N T_UW1 B_IY1 AH1_V DH_AH0 W_AH1_N M_AY1_N_D B_IH0|F_AO1_R DH_AH0 V_OY1|AH0_JH IH1_Z K_AH0_M|P_L_IY1|T_IH0_D,wee thre|tuhn too bee uhv thuh wuhn maynd bi|fawr thuh voy|uhdj iz kuhm|plee|tid,We threat|en to be of the one mind be|fore the voy|age is com|plet|ed,[],[],"['1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset']","[['W_IY1'], ['TH_R_EH1|T_AH0_N'], ['T_UW1', 'T_IH0', 'T_AH0'], ['B_IY1', 'B_IY0'], ['AH1_V'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['W_AH1_N'], ['M_AY1_N_D'], ['B_IH0|F_AO1_R', 'B_IY2|F_AO1_R'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['V_OY1|AH0_JH', 'V_OY1|IH0_JH'], ['IH1_Z', 'IH0_Z'], ['K_AH0_M|P_L_IY1|T_IH0_D', 'K_AH0_M|P_L_IY1|T_IH0_D']]","[1, 1, 3, 2, 1, 3, 1, 1, 2, 3, 2, 2, 2]"
955,She was built primarily to sail.,SH_IY1 W_AA1_Z B_IH1_L_T P_R_AY0|M_EH1|R_AH0|L_IY0 T_UW1 S_EY1_L,shee woz bilt pray|me|ruh|lee too seyl,She was built pri|mar|i|ly to sail,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['SH_IY1'], ['W_AA1_Z', 'W_AH0_Z'], ['B_IH1_L_T'], ['P_R_AY0|M_EH1|R_AH0|L_IY0'], ['T_UW1', 'T_IH0', 'T_AH0'], ['S_EY1_L']]","[1, 2, 1, 1, 3, 1]"
956,In the Bohemian Club of San Francisco there are some crack sailors.,IH0_N DH_AH0 B_OW0|HH_IY1|M_IY0|AH0_N K_L_AH1_B AH1_V S_AE1_N F_R_AE0_N|S_IH1_S|K_OW0 DH_EH1_R AA1_R S_AH1_M K_R_AE1_K S_EY1|L_ER0_Z,in thuh bow|hee|mee|uhn kluhb uhv san fran|sis|kow ther or suhm krak sey|luhrz,In the Bo|he|mi|an Club of San Fran|cis|co there are some crack sai|lors,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy']","[['IH0_N', 'IH1_N'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['B_OW0|HH_IY1|M_IY0|AH0_N'], ['K_L_AH1_B'], ['AH1_V'], ['S_AE1_N'], ['F_R_AE0_N|S_IH1_S|K_OW0'], ['DH_EH1_R'], ['AA1_R', 'ER0'], ['S_AH1_M'], ['K_R_AE1_K'], ['S_EY1|L_ER0_Z']]","[2, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1]"
957,"My age, in years, is twenty two.",M_AY1 EY1_JH IH0_N Y_IH1_R_Z IH1_Z T_W_EH1_N|T_IY0 T_UW1,may eydj in yirz iz twen|tee too,My age in years is twen|ty two,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl']","[['M_AY1'], ['EY1_JH'], ['IH0_N', 'IH1_N'], ['Y_IH1_R_Z', 'Y_ER0_Z'], ['IH1_Z', 'IH0_Z'], ['T_W_EH1_N|T_IY0', 'T_W_EH1|N_IY0'], ['T_UW1']]","[1, 1, 2, 2, 2, 2, 1]"
958,I forgot how easily I had taught myself from the printed page.,AY1 F_ER0|G_AA1_T HH_AW1 IY1|Z_AH0|L_IY0 AY1 HH_AE1_D T_AO1_T M_AY2|S_EH1_L_F F_R_AH1_M DH_AH0 P_R_IH1_N|T_IH0_D P_EY1_JH,ay fuhr|got hau ee|zuh|lee ay had tawt may|self fruhm thuh prin|tid peydj,I for|got how eas|i|ly I had taught my|self from the prin|ted page,[],[],"['acronym', 'dataset', '1 vowel = 1 syl', 'dataset', 'acronym', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl']","[['AY1'], ['F_ER0|G_AA1_T', 'F_AO0_R|G_AA1_T'], ['HH_AW1'], ['IY1|Z_AH0|L_IY0'], ['AY1'], ['HH_AE1_D'], ['T_AO1_T'], ['M_AY2|S_EH1_L_F'], ['F_R_AH1_M'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['P_R_IH1_N|T_IH0_D', 'P_R_IH1|N_IH0_D', 'P_R_IH1|N_IH0_D'], ['P_EY1_JH']]","[1, 2, 1, 1, 1, 1, 1, 1, 1, 3, 3, 1]"
959,Any average young fellow can teach himself in a week.,EH1|N_IY0 AE1|V_ER0|IH0_JH Y_AH1_NG F_EH1|L_OW0 K_AE1_N T_IY1_CH HH_IH0_M|S_EH1_L_F IH0_N AH0 W_IY1_K,e|nee a|vuhr|idj yuhng fe|low kan teech him|self in uh week,An|y av|er|age young fel|low can teach him|self in a week,[],[],"['dataset', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['EH1|N_IY0'], ['AE1|V_ER0|IH0_JH', 'AE1|V_R_AH0_JH', 'AE1|V_R_IH0_JH'], ['Y_AH1_NG'], ['F_EH1|L_OW0'], ['K_AE1_N', 'K_AH0_N'], ['T_IY1_CH'], ['HH_IH0_M|S_EH1_L_F'], ['IH0_N', 'IH1_N'], ['AH0', 'EY1'], ['W_IY1_K']]","[1, 3, 1, 1, 2, 1, 1, 2, 2, 1]"
960,Please do not think that I already know it all.,P_L_IY1_Z D_UW1 N_AA1_T TH_IH1_NG_K DH_AE1_T AY1 AO0_L|R_EH1|D_IY0 N_OW1 IH1_T AO1_L,pleez doo not thingk that ay awl|re|dee now it awl,Please do not think that I al|read|y know it all,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'acronym', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['P_L_IY1_Z'], ['D_UW1'], ['N_AA1_T'], ['TH_IH1_NG_K'], ['DH_AE1_T', 'DH_AH0_T'], ['AY1'], ['AO0_L|R_EH1|D_IY0', 'AO0|R_EH1|D_IY0'], ['N_OW1'], ['IH1_T', 'IH0_T'], ['AO1_L']]","[1, 1, 1, 1, 2, 1, 2, 1, 2, 1]"
961,"You see, we were teaching ourselves.",Y_UW1 S_IY1 W_IY1 W_ER1 T_IY1|CH_IH0_NG AA0_R|S_EH1_L_V_Z,yoo see wee wuhr tee|ching or|selvz,You see we were teach|ing our|selves,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset']","[['Y_UW1'], ['S_IY1'], ['W_IY1'], ['W_ER1'], ['T_IY1|CH_IH0_NG'], ['AW0|ER0|S_EH1_L_V_Z', 'AA0_R|S_EH1_L_V_Z']]","[1, 1, 1, 1, 1, 2]"
962,And now behold the perversity of things.,AH0_N_D N_AW1 B_IH0|HH_OW1_L_D DH_AH0 P_ER0|V_ER1|S_AH0|T_IY0 AH1_V TH_IH1_NG_Z,uhnd nau bi|howld thuh puhr|vuhr|suh|tee uhv thingz,And now be|hold the per|ver|si|ty of things,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['AH0_N_D', 'AE1_N_D'], ['N_AW1'], ['B_IH0|HH_OW1_L_D'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['P_ER0|V_ER1|S_AH0|T_IY0'], ['AH1_V'], ['TH_IH1_NG_Z']]","[2, 1, 1, 3, 1, 1, 1]"
963,Yield yourself to the waters that are ripping and tearing at you.,Y_IY1_L_D Y_ER0|S_EH1_L_F T_UW1 DH_AH0 W_AO1|T_ER0_Z DH_AE1_T AA1_R R_IH1|P_IH0_NG AH0_N_D T_EH1|R_IH0_NG AE1_T Y_UW1,yeeld yuhr|self too thuh waw|tuhrz that or ri|ping uhnd te|ring at yoo,Yield your|self to the wa|ters that are rip|ping and tear|ing at you,[],[],"['1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['Y_IY1_L_D'], ['Y_ER0|S_EH1_L_F', 'Y_UH0_R|S_EH1_L_F', 'Y_AO1_R|S_EH0_L_F'], ['T_UW1', 'T_IH0', 'T_AH0'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['W_AO1|T_ER0_Z'], ['DH_AE1_T', 'DH_AH0_T'], ['AA1_R', 'ER0'], ['R_IH1|P_IH0_NG'], ['AH0_N_D', 'AE1_N_D'], ['T_EH1|R_IH0_NG', 'T_IH1|R_IH0_NG'], ['AE1_T'], ['Y_UW1']]","[1, 3, 3, 3, 1, 2, 2, 1, 2, 2, 1, 1]"
964,Mr McVeigh told me about him.,M_IH1_S|T_ER0 M_AH0|K_V_EY1 T_OW1_L_D M_IY1 AH0|B_AW1_T HH_IH1_M,mis|tuhr muh|kvey towld mee uh|baut him,Mis|ter McVei|gh told me a|bout him,[],[],"['dataset', 'SonoriPy', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl']","[['M_IH1_S|T_ER0'], ['M_AH0|K_V_EY1'], ['T_OW1_L_D'], ['M_IY1'], ['AH0|B_AW1_T'], ['HH_IH1_M', 'IH0_M']]","[1, 1, 1, 1, 1, 2]"
965,"Unlike Joshua, he stood in no need of divine assistance.",AH0_N|L_AY1_K JH_AA1|SH_UW2|AH0 HH_IY1 S_T_UH1_D IH0_N N_OW1 N_IY1_D AH1_V D_IH0|V_AY1_N AH0|S_IH1_S|T_AH0_N_S,uhn|layk djo|shoo|uh hee stud in now need uhv di|vayn uh|sis|tuhns,Un|like Josh|u|a he stood in no need of di|vine as|sis|tance,[],[],"['dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset']","[['AH0_N|L_AY1_K'], ['JH_AA1|SH_UW2|AH0'], ['HH_IY1'], ['S_T_UH1_D'], ['IH0_N', 'IH1_N'], ['N_OW1'], ['N_IY1_D'], ['AH1_V'], ['D_IH0|V_AY1_N'], ['AH0|S_IH1_S|T_AH0_N_S']]","[1, 1, 1, 1, 2, 1, 1, 1, 1, 1]"
966,"To say the least, Captain Cook was a rather thorough going empiricist.",T_UW1 S_EY1 DH_AH0 L_IY1_S_T K_AE1_P|T_AH0_N K_UH1_K W_AA1_Z AH0 R_AE1|DH_ER0 TH_ER1|OW0 G_OW1|IH0_NG IH0_M|P_IH1|R_AH0|S_AH0_S_T,too sey thuh leest kap|tuhn kuk woz uh ra|thuhr thuhr|ow gow|ing im|pi|ruh|suhst,To say the least Cap|tain Cook was a rath|er thor|ough go|ing em|pir|i|cist,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', 'dataset', 'dataset']","[['T_UW1', 'T_IH0', 'T_AH0'], ['S_EY1'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['L_IY1_S_T'], ['K_AE1_P|T_AH0_N'], ['K_UH1_K'], ['W_AA1_Z', 'W_AH0_Z'], ['AH0', 'EY1'], ['R_AE1|DH_ER0', 'R_AH1|DH_ER0'], ['TH_ER1|OW0', 'TH_AO1|R_OW0'], ['G_OW1|IH0_NG', 'G_OW1|IH0_N'], ['IH0_M|P_IH1|R_AH0|S_AH0_S_T']]","[3, 1, 3, 1, 1, 1, 2, 2, 2, 2, 2, 1]"
967,Man could not conquer them.,M_AE1_N K_UH1_D N_AA1_T K_AA1_NG|K_ER0 DH_EH1_M,man kud not kong|kuhr them,Man could not con|quer them,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl']","[['M_AE1_N'], ['K_UH1_D'], ['N_AA1_T'], ['K_AA1_NG|K_ER0'], ['DH_EH1_M', 'DH_AH0_M']]","[1, 1, 1, 1, 2]"
