,text,phonetics,segmented_text,n_syl_mismatches,n_stress_inconsistencies,used_method_for_syl_text,phonetics_alt,n_alternatives
952,This state of mind comes of an undue prominence of the ego.,d̪_ɪ1_s s_t_ej1_t ɒ0_v m_aj1_n_d kʰ_ɐ1_m_z ɒ0_v n̩0 ɐ0_n|dʒ_ʉː1 p_ɹ_ɒ1|m_ɪ0|n_ə0_n_s ɒ0_v d̪_iː0 iː1|ɡ_əw0,This state of mind comes of an un|due prom|i|nence of the e|go,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['d̪_ɪ1_s', 'ð_ɪ1_s'], ['s_t_ej1_t', 's_t_ej1_ʔ'], ['ɒ0_v', 'ə0', 'ə0_v'], ['m_aj1_n_d'], ['kʰ_ɐ1_m_z'], ['ɒ0_v', 'ə0', 'ə0_v'], ['n̩0', 'æ0_n'], ['ɐ0_n|dʒ_ʉː1', 'ɐ0_n|dʲ_ʉː1'], ['p_ɹ_ɒ1|m_ɪ0|n_ə0_n_s'], ['ɒ0_v', 'ə0', 'ə0_v'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['iː1|ɡ_əw0']]","[2, 2, 3, 1, 1, 3, 2, 2, 1, 3, 12, 1]"
953,"There are the canals of China, and the Yang-tse River.",d̪_ɛː1 ɑː0 d̪_iː0 cʰ_ej0|n_ɫ̩1_z ɒ0_v tʃ_aj1|n_ə0 n̩0 d̪_iː0 j_æ1_ŋ-s_i0 ɹ_aj1|v_ə0,There are the ca|nals of Chi|na and the Yang-tse Riv|er,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl-1 vowel = 1 syl', 'dataset']","[['d̪_ej1|ə0', 'd̪_ɛː1', 'ð_ej1|ə0', 'ð_ɛː1'], ['ɑː0', 'ə0', 'ɛː0'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['cʰ_ej0|n_ɫ̩1_z'], ['ɒ0_v', 'ə0', 'ə0_v'], ['tʃ_aj1|n_ə0'], ['n̩0', 'n̩0_d', 'æ0_n_d', 'ɛ0_n', 'ʔ_æ0_n_d', 'ʔ_ɛ0_n'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['j_æ1_ŋ-s_i0'], ['ɹ_aj1|v_ə0', 'ɹ_ɪ1|v_ə0']]","[4, 3, 12, 1, 3, 1, 6, 12, 1, 2]"
954,We threaten to be of the one mind before the voyage is completed.,w_iː0 θ_ɹ_ɛ1|t_ə0_n t_ə0 bʲ_iː1 ɒ0_v d̪_iː0 w_ɐ1_n m_aj1_n_d b_ɪ0|f_ɒː1 d̪_iː0 v_ɔj1|ɪ0_dʒ ɪ0_z kʰ_ə0_m|p_ʎ_iː1|ʔ_ɪ0_d,We threat|en to be of the one mind be|fore the voy|age is com|plet|ed,[],[],"['1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset']","[['w_iː0'], ['θ_ɹ_ɛ1|t_ə0_n', 'θ_ɹ_ɛ1|ʔ_n̩0'], ['t_ə0', 'tʃ_ʉː0', 'tʰ_ʉː0'], ['bʲ_iː1'], ['ɒ0_v', 'ə0', 'ə0_v'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['w_ɐ1_n', 'w_ɒ1_n'], ['m_aj1_n_d'], ['b_ɪ0|f_ɒː1'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['v_ɔj1|ɪ0_dʒ'], ['ɪ0_z'], ['kʰ_ə0_m|p_ʎ_iː1|ʔ_ɪ0_d']]","[1, 2, 3, 1, 3, 12, 2, 1, 1, 12, 1, 1, 1]"
955,She was built primarily to sail.,ʃ_iː0 w_ɐ0_z b_ɪ1_ɫ_t p_ɹ_aj0|m_ɛ1|ɹ_ə0|ʎ_i0 t_ə0 s_ej1_ɫ,She was built pri|mar|i|ly to sail,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['ʃ_iː0'], ['w_ɐ0_z', 'w_ɒ0_z', 'w_ə0_z'], ['b_ɪ1_ɫ_t'], ['p_ɹ_aj0|m_ɛ1|ɹ_ə0|ʎ_i0'], ['t_ə0', 'tʃ_ʉː0', 'tʰ_ʉː0'], ['s_ej1_ɫ']]","[1, 3, 1, 1, 3, 1]"
956,In the Bohemian Club of San Francisco there are some crack sailors.,ɪ1_n d̪_iː0 b_əw0|iː1|mʲ_i0|n̩0 k_l_ɐ1_b ɒ0_v s_æ0_n f_ɹ_æ0_n|s_ɪ1_s|k_əw0 d̪_ɛː1 ɑː0 s_ɐ0_m c_ɹ_æ1_k s_ej1|l_ə0_z,In the Bo|he|mi|an Club of San Fran|cis|co there are some crack sai|lors,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy']","[['ɪ1_n', 'ʔ_ɪ1_n'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['b_əw0|iː1|mʲ_i0|n̩0'], ['k_l_ɐ1_b'], ['ɒ0_v', 'ə0', 'ə0_v'], ['s_æ0_n'], ['f_ɹ_æ0_n|s_ɪ1_s|k_əw0'], ['d̪_ej1|ə0', 'd̪_ɛː1', 'ð_ej1|ə0', 'ð_ɛː1'], ['ɑː0', 'ə0', 'ɛː0'], ['s_ɐ0_m'], ['c_ɹ_æ1_k'], ['s_ej1|l_ə0_z']]","[2, 12, 1, 1, 3, 1, 1, 4, 3, 1, 1, 1]"
957,"My age, in years, is twenty two.",m_aj1 ej1_dʒ ɪ1_n j_i1_ə_z ɪ0_z t_w_ɛ1_n|tʲ_i0 tʃ_ʉː1,My age in years is twen|ty two,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl']","[['m_aj1'], ['ej1_dʒ'], ['ɪ1_n', 'ʔ_ɪ1_n'], ['j_i1_ə_z', 'j_ɜː1_z', 'j_i1|ə0_z'], ['ɪ0_z'], ['t_w_ɛ1_n|tʲ_i0'], ['tʃ_ʉː1', 'tʰ_ʉː1']]","[1, 1, 2, 3, 1, 1, 2]"
958,I forgot how easily I had taught myself from the printed page.,aj1 f_ə0|ɡ_ɒ1_t h_aw1 iː1|z_ə0|ʎ_iː0 aj1 h_æ0_d tʰ_ɒː1_t m_aj0|s_ɛ1_ɫ_f f_ɹ_m̩0 d̪_iː0 p_ɹ_ɪ1_n|t_ɪ0_d pʰ_ej1_dʒ,I for|got how eas|i|ly I had taught my|self from the prin|ted page,[],[],"['acronym', 'dataset', '1 vowel = 1 syl', 'dataset', 'acronym', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl']","[['aj1'], ['f_ə0|ɡ_ɒ1_t', 'f_ə0|ɡ_ɒ1_ʔ'], ['h_aw1'], ['iː1|z_ə0|ʎ_iː0', 'iː1|z_ɪ0|ʎ_i0', 'iː1|z_ɪ0|ʎ_iː0'], ['aj1'], ['h_æ0_d'], ['tʰ_ɒː1_t', 'tʰ_ɒː1_ʔ'], ['m_aj0|s_ɛ1_ɫ_f'], ['f_ɹ_m̩0', 'f_ɹ_ɒ0_m'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['p_ɹ_ɪ1_n|t_ɪ0_d'], ['pʰ_ej1_dʒ']]","[1, 2, 1, 3, 1, 1, 2, 1, 2, 12, 1, 1]"
959,Any average young fellow can teach himself in a week.,æ0|ɲ_i0 æ1|v_ə0|ɹ_ɪ0_dʒ j_ɐ1_ŋ f_ɛ1|l_əw0 cʰ_æ1_n tʰ_iː1_tʃ ç_ɪ0_m|s_ɛ1_ɫ_f ɪ1_n ej1 w_iː1_k,An|y av|er|age young fel|low can teach him|self in a week,[],[],"['dataset', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['æ0|ɲ_i0', 'ɛ0|ɲ_i0'], ['æ1|v_ə0|ɹ_ɪ0_dʒ', 'æ1|v_ɹ_ɪ0_dʒ'], ['j_ɐ1_ŋ'], ['f_ɛ1|l_əw0'], ['cʰ_æ1_n', 'k_n̩1'], ['tʰ_iː1_tʃ'], ['ç_ɪ0_m|s_ɛ1_ɫ_f'], ['ɪ1_n', 'ʔ_ɪ1_n'], ['ej1'], ['w_iː1_k']]","[2, 2, 1, 1, 2, 1, 1, 2, 1, 1]"
960,Please do not think that I already know it all.,p_ʎ_iː1_z d_əw1 n_ɑ1_t f_ɪ1_ŋ_k d̪_æ1_t aj1 ɒː0_ɫ|ɹ_ɛ1|dʲ_i0 n_əw1 ɪ0_t ɒː1_ɫ,Please do not think that I al|read|y know it all,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'acronym', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['p_ʎ_iː1_z'], ['d_əw1', 'd_ʉː1'], ['n_ɑ1_t', 'n_ɑ1_ʔ', 'n_ɒ1_t', 'n_ɒ1_ʔ'], ['f_ɪ1_ŋ_k', 't̪_ɪ1_ŋ_k', 'θ_ɪ1_ŋ_k'], ['d̪_æ1_t', 'd̪_æ1_ʔ', 'ð_æ1_t', 'ð_æ1_ʔ'], ['aj1'], ['ɒː0_ɫ|ɹ_ɛ1|dʲ_i0'], ['n_əw1'], ['ɪ0_t', 'ɪ0_ʔ'], ['ɒː1_ɫ']]","[1, 2, 4, 3, 4, 1, 1, 1, 2, 1]"
961,"You see, we were teaching ourselves.",j_ʉ0 s_iː1 w_iː0 w_ə0 tʰ_iː1|tʃ_ɪ0_ŋ ɒː|s_ɛ_ɫ_v_z,You see we were teach|ing our|selves,[],[5],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset']","[['j_ʉ0'], ['s_iː1'], ['w_iː0'], ['w_ə0', 'w_ɛː0', 'w_ɜː0'], ['tʰ_iː1|tʃ_ɪ0_ŋ'], ['ɒː|s_ɛ_ɫ_v_z']]","[1, 1, 1, 3, 1, 1]"
962,And now behold the perversity of things.,n̩0 n_aw1 b_ɪ0|h_əw1_ɫ_d d̪_iː0 pʰ_ə0|v_ɜː1|s_ɪ0|ʔ_i0 ɒ0_v f_ɪ1_ŋ_z,And now be|hold the per|ver|si|ty of things,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['n̩0', 'n̩0_d', 'æ0_n_d', 'ɛ0_n', 'ʔ_æ0_n_d', 'ʔ_ɛ0_n'], ['n_aw1'], ['b_ɪ0|h_əw1_ɫ_d'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['pʰ_ə0|v_ɜː1|s_ɪ0|ʔ_i0'], ['ɒ0_v', 'ə0', 'ə0_v'], ['f_ɪ1_ŋ_z', 't̪_ɪ1_ŋ_z', 'θ_ɪ1_ŋ_z']]","[6, 1, 1, 12, 1, 3, 3]"
963,Yield yourself to the waters that are ripping and tearing at you.,j_iː1_ɫ_d j_ɒː0|s_ɛ1_ɫ_f t_ə0 d̪_iː0 w_ɒː1|t_ə0_z d̪_æ1_t ɑː0 ɹ_ɪ1|p_ɪ0_ŋ n̩0 tʰ_ɛː1|ɹ_ɪ0_ŋ æ0_t j_ʉ0,Yield your|self to the wa|ters that are rip|ping and tear|ing at you,[],[],"['1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['j_iː1_ɫ_d'], ['j_ɒː0|s_ɛ1_ɫ_f', 'j_ə0|s_ɛ1_ɫ_f'], ['t_ə0', 'tʃ_ʉː0', 'tʰ_ʉː0'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['w_ɒː1|t_ə0_z', 'w_ɒː1|ʔ_ə0_z'], ['d̪_æ1_t', 'd̪_æ1_ʔ', 'ð_æ1_t', 'ð_æ1_ʔ'], ['ɑː0', 'ə0', 'ɛː0'], ['ɹ_ɪ1|p_ɪ0_ŋ'], ['n̩0', 'n̩0_d', 'æ0_n_d', 'ɛ0_n', 'ʔ_æ0_n_d', 'ʔ_ɛ0_n'], ['tʰ_ɛː1|ɹ_ɪ0_ŋ', 'tʰ_ɪ1|ɹ_ɪ0_ŋ'], ['æ0_t', 'æ0_ʔ'], ['j_ʉ0']]","[1, 2, 3, 12, 2, 4, 3, 1, 6, 2, 2, 1]"
964,Mr McVeigh told me about him.,m_ɪ1_s|t_ə0 m_ə0|k_v_ej1 tʰ_əw1_ɫ_d mʲ_iː1 ə0|b_aw1_t m̩0,Mis|ter McVei|gh told me a|bout him,[],[],"['dataset', 'SonoriPy', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl']","[['m_ɪ1_s|t_ə0'], ['m_ə0|k_v_ej1'], ['tʰ_əw1_ɫ_d'], ['mʲ_iː1'], ['b_aw_t', 'b_aw_ʔ', 'ə0|b_aw1_t', 'ə0|b_aw1_ʔ'], ['m̩0', 'ç_ɪ0_m']]","[1, 1, 1, 1, 4, 2]"
965,"Unlike Joshua, he stood in no need of divine assistance.",ɐ0_n|l_aj1_k dʒ_ɒ1|ʃ_ʉː0|ə0 i0 s_t_ʊ1_d ɪ1_n n_əw1 ɲ_iː1_d ɒ0_v d_ɪ0|v_aj1_n ə0|s_ɪ1_s|t_ə0_n_s,Un|like Josh|u|a he stood in no need of di|vine as|sis|tance,[],[],"['dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset']","[['ɐ0_n|l_aj1_k'], ['dʒ_ɒ1|ʃ_ʉː0|ə0'], ['i0', 'ç_i0', 'ç_iː0'], ['s_t_ʊ1_d'], ['ɪ1_n', 'ʔ_ɪ1_n'], ['n_əw1'], ['ɲ_iː1_d'], ['ɒ0_v', 'ə0', 'ə0_v'], ['d_ɪ0|v_aj1_n'], ['ə0|s_ɪ1_s|t_ə0_n_s']]","[1, 1, 3, 1, 2, 1, 1, 3, 1, 1]"
966,"To say the least, Captain Cook was a rather thorough going empiricist.",t_ə0 s_ej1 d̪_iː0 ʎ_iː1_s_t cʰ_æ1_p|t_ɪ0_n kʰ_ʊ1_k w_ɐ0_z ej1 ɹ_ɑː1|ð_ə0 θ_ɐ1|ɹ_ə0 ɡ_əw1|ɪ0_ŋ ɪ0_m|p_ɪ1|ɹ_ɪ0|s_ɪ0_s_t,To say the least Cap|tain Cook was a rath|er thor|ough go|ing em|pir|i|cist,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', 'dataset', 'dataset']","[['t_ə0', 'tʃ_ʉː0', 'tʰ_ʉː0'], ['s_ej1'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['ʎ_iː1_s_t'], ['cʰ_æ1_p|t_ɪ0_n'], ['kʰ_ʊ1_k'], ['w_ɐ0_z', 'w_ɒ0_z', 'w_ə0_z'], ['ej1'], ['ɹ_ɑː1|ð_ə0', 'ɹ_ɑː1|ð_ɜː0'], ['θ_ɐ1|ɹ_ə0', 'θ_ɐ1|ɹ_əw0', 'θ_ɐ1|ɹ_ə0', 'θ_ɐ1|ɹ_əw0'], ['ɡ_əw1|ɪ0_ŋ'], ['ɪ0_m|p_ɪ1|ɹ_ɪ0|s_ɪ0_s_t']]","[3, 1, 12, 1, 1, 1, 3, 1, 2, 4, 1, 1]"
967,Man could not conquer them.,m_æ1_n kʰ_ʊ1_d n_ɑ1_t kʰ_ɒ1_ŋ|k_ə0 d̪_ɛ0_m,Man could not con|quer them,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl']","[['m_æ1_n'], ['kʰ_ʊ1_d'], ['n_ɑ1_t', 'n_ɑ1_ʔ', 'n_ɒ1_t', 'n_ɒ1_ʔ'], ['kʰ_ɒ1_ŋ|k_ə0'], ['d̪_ɛ0_m', 'm̩0', 'ð_ɛ0_m', 'ɛ0_m']]","[1, 1, 4, 1, 4]"
968,"Thought I, and a worthy fool he proved.",f_ɒː1_t aj1 n̩0 ej1 w_ɜː1|ð_i0 f_ʉː1_ɫ i0 p_ɹ_ʉː1_v_d,Thought I and a wor|thy fool he proved,[],[],"['1 vowel = 1 syl', 'acronym', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['f_ɒː1_t', 'f_ɒː1_ʔ', 't̪_ɒː1_t', 't̪_ɒː1_ʔ', 'θ_ɒː1_t', 'θ_ɒː1_ʔ'], ['aj1'], ['n̩0', 'n̩0_d', 'æ0_n_d', 'ɛ0_n', 'ʔ_æ0_n_d', 'ʔ_ɛ0_n'], ['ej1'], ['w_ɜː1|ð_i0'], ['f_ʉː1_ɫ'], ['i0', 'ç_i0', 'ç_iː0'], ['p_ɹ_ʉː1_v_d']]","[6, 1, 6, 1, 1, 1, 3, 1]"
969,A scarlet loincloth completed his costume.,ej1 s_k_ɑː1|ʎ_ɪ0_t l_ɔj1_ŋ|k_l_ɒ0_θ kʰ_ə0_m|p_ʎ_iː1|ʔ_ɪ0_d ç_ɪ1_z kʰ_ɒ1_s|tʃ_ʉː0_m,A scar|let loin|cloth com|plet|ed his cos|tume,[],[],"['acronym', 'dataset', 'dataset', 'dataset', '1 vowel = 1 syl', 'dataset']","[['ej1'], ['s_k_ɑː1|ʎ_ɪ0_t', 's_k_ɑː1|ʎ_ɪ0_ʔ'], ['l_ɔj1_ŋ|k_l_ɒ0_θ'], ['kʰ_ə0_m|p_ʎ_iː1|ʔ_ɪ0_d'], ['ç_ɪ1_z'], ['kʰ_ɒ1_s|tʃ_ʉː0_m', 'kʰ_ɒ1_s|tʲ_ʉː0_m']]","[1, 2, 1, 1, 1, 2]"
970,I like to speculate upon the glorious future of man.,aj1 l_aj1_k t_ə0 s_p_ɛ1|c_ə0|l_ej0_t ə0|pʰ_ɒ0_n d̪_iː0 ɡ_l_ɒː1|ɹ_i0|ə0_s fʲ_ʉː1|tʃ_ə0 ɒ0_v m_æ1_n,I like to spec|u|late up|on the glo|ri|ous fu|ture of man,[],[],"['acronym', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['aj1'], ['l_aj1_k'], ['t_ə0', 'tʃ_ʉː0', 'tʰ_ʉː0'], ['s_p_ɛ1|c_ə0|l_ej0_t', 's_p_ɛ1|c_ə0|l_ej0_ʔ'], ['ə0|pʰ_ɒ0_n'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['ɡ_l_ɒː1|ɹ_i0_ə_s', 'ɡ_l_ɒː1|ɹ_i0|ə0_s'], ['fʲ_ʉː1|tʃ_ə0'], ['ɒ0_v', 'ə0', 'ə0_v'], ['m_æ1_n']]","[1, 1, 3, 2, 1, 12, 2, 1, 3, 1]"
971,Christmas is an easy problem compared with a Polynesian giving-feast.,c_ɹ_ɪ1|s_m_ə0_s ɪ0_z n̩0 iː1|z_i0 p_ɹ_ɒ1|b_l_m̩0 kʰ_ə0_m|pʰ_ɛː1_d w_ɪ0_ð ej1 pʰ_əw0|ʎ_ɪ0|ɲ_iː1|ʒ_ə0_n ɟ_ɪ1|v_ɪ0_ŋ-fʲ_iː1_s_t,Christ|mas is an eas|y prob|lem com|pared with a Pol|y|ne|sian giv|ing-feast,[],[],"['dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset-1 vowel = 1 syl']","[['c_ɹ_ɪ1|s_m_ə0_s'], ['ɪ0_z'], ['n̩0', 'æ0_n'], ['iː1|z_i0'], ['p_ɹ_ɒ1|b_l_m̩0', 'p_ɹ_ɒ1|b_ʎ_ɪ0_m'], ['kʰ_ə0_m|pʰ_ɛː1_d'], ['w_ɪ0|i0', 'w_ɪ0_ð', 'w_ɪ0_θ'], ['ej1'], ['pʰ_əw0|ʎ_ɪ0|ɲ_iː1|ʒ_ə0_n'], ['ɟ_ɪ1|v_ɪ0_ŋ-fʲ_iː1_s_t']]","[1, 1, 2, 1, 2, 1, 3, 1, 1, 1]"
972,He had peeled off his shirt and was wildly waving it.,i0 h_æ0_d pʰ_iː1_ɫ_d ɒ1_f ç_ɪ1_z ʃ_ɜː1_t n̩0 w_ɐ0_z w_aj1_ɫ|dʲ_ʎ_i0 w_ej1|v_ɪ0_ŋ ɪ0_t,He had peeled off his shirt and was wild|ly wav|ing it,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl']","[['i0', 'ç_i0', 'ç_iː0'], ['h_æ0_d'], ['pʰ_iː1_ɫ_d'], ['ɒ1_f'], ['ç_ɪ1_z'], ['ʃ_ɜː1_t', 'ʃ_ɜː1_ʔ'], ['n̩0', 'n̩0_d', 'æ0_n_d', 'ɛ0_n', 'ʔ_æ0_n_d', 'ʔ_ɛ0_n'], ['w_ɐ0_z', 'w_ɒ0_z', 'w_ə0_z'], ['w_aj1_ɫ|dʲ_ʎ_i0'], ['w_ej1|v_ɪ0_ŋ'], ['ɪ0_t', 'ɪ0_ʔ']]","[3, 1, 1, 1, 1, 2, 6, 3, 1, 1, 2]"
973,And how would we ever find ourselves.,n̩0 h_aw1 w_ə1_d w_iː0 ɛ1|v_ə0 f_aj1_n_d ɒː|s_ɛ_ɫ_v_z,And how would we ev|er find our|selves,[],[6],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset']","[['n̩0', 'n̩0_d', 'æ0_n_d', 'ɛ0_n', 'ʔ_æ0_n_d', 'ʔ_ɛ0_n'], ['h_aw1'], ['w_ə1_d', 'w_ʊ1_d', 'ə1_d'], ['w_iː0'], ['ɛ1|v_ə0'], ['f_aj1_n_d'], ['ɒː|s_ɛ_ɫ_v_z']]","[6, 1, 3, 1, 1, 1, 1]"
974,I defy any man to get a Solomon Island sore in California.,aj1 d_ə0|f_aj1 æ0|ɲ_i0 m_æ1_n t_ə0 ɟ_ɛ1_t ej1 s_ɒ1|l_ə0|m_n̩0 aj1|l_n̩0_d s_ɒː1 ɪ1_n cʰ_æ0|ʎ_ɪ0|f_ɒː1|ɲ_i0_ə,I de|fy an|y man to get a Sol|o|mon Is|land sore in Cal|i|for|nia,[],[],"['acronym', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['aj1'], ['d_ə0|f_aj1'], ['æ0|ɲ_i0', 'ɛ0|ɲ_i0'], ['m_æ1_n'], ['t_ə0', 'tʃ_ʉː0', 'tʰ_ʉː0'], ['ɟ_ɛ1_t', 'ɟ_ɛ1_ʔ', 'ɟ_ɪ1_t', 'ɟ_ɪ1_ʔ'], ['ej1'], ['s_ɒ1|l_ə0|m_n̩0'], ['aj1|l_n̩0_d'], ['s_ɒː1'], ['ɪ1_n', 'ʔ_ɪ1_n'], ['cʰ_æ0|ʎ_ɪ0|f_ɒː1|ɲ_i0_ə', 'cʰ_æ0|ʎ_ɪ0|f_ɒː1|ɲ_i0|ə0']]","[1, 1, 2, 1, 3, 4, 1, 1, 1, 1, 2, 2]"
975,A bush chief had died a natural death.,ej1 b_ʊ1_ʃ tʃ_iː1_f h_æ0_d d_aj1_d ej1 n_æ1|tʃ_ə0|ɫ̩0 d_ɛ1_θ,A bush chief had died a nat|u|ral death,[],[],"['acronym', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl']","[['ej1'], ['b_ʊ1_ʃ'], ['tʃ_iː1_f'], ['h_æ0_d'], ['d_aj1_d'], ['ej1'], ['n_æ1|tʃ_ə0|ɫ̩0', 'n_æ|tʃ_ɫ̩'], ['d_ɛ1_θ']]","[1, 1, 1, 1, 1, 1, 2, 1]"
